7,0,"[12, 12, 12]","[18, -12, -12]",0,804.6393308999832
7,1,"[9, 8, 9]","[-9, 22, -9]",0,792.4600712999818
7,2,"[25, 25, 25]","[-25, -25, 5]",0,795.4600133000058
8,0,"[24, 23, 24]","[6, -23, -24]",0,799.0738603999489
8,1,"[5, 5, 5]","[-5, 25, -5]",0,784.5012167000095
8,2,"[22, 21, 22]","[-22, -21, 8]",0,788.66935500002
9,0,"[14, 14, 17]","[16, -14, -17]",2,800.2971370000159
9,1,"[10, 9, 9]","[-10, 21, -9]",0,792.6124009999912
9,2,"[9, 9, 10]","[-9, -9, 20]",2,796.7396980000194
0,0,"[11, 15, 12]","[19, -15, -12]",1,790.180859599961
0,1,"[7, 7, 7]","[-7, 23, -7]",0,788.934113299998
0,2,"[18, 18, 19]","[-18, -18, 11]",2,790.2602989999577
1,0,"[21, 21, 22]","[9, -21, -22]",2,788.6067334000254
1,1,"[6, 6, 6]","[-6, 24, -6]",0,787.3297951999702
1,2,"[19, 18, 20]","[-19, -18, 10]",2,787.9170155000174
2,0,"[21, 21, 21]","[9, -21, -21]",0,790.3754269000492
2,1,"[4, 4, 4]","[-4, 26, -4]",0,793.8675562000135
2,2,"[24, 24, 22]","[-24, -24, 8]",0,795.9745352999889
3,0,"[19, 18, 17]","[11, -18, -17]",0,801.7954113000305
3,1,"[6, 6, 6]","[-6, 24, -6]",0,794.9405900000129
3,2,"[22, 22, 21]","[-22, -22, 9]",0,789.750593099976
4,0,"[22, 21, 21]","[8, -21, -21]",0,795.8674142000382
4,1,"[10, 10, 8]","[-10, 20, -8]",0,782.1576084999833
4,2,"[13, 14, 14]","[-13, -14, 16]",1,791.3155270999996
5,0,"[27, 25, 25]","[3, -25, -25]",0,796.3832087999908
5,1,"[12, 11, 12]","[-12, 19, -12]",0,791.7374018999981
5,2,"[22, 22, 21]","[-22, -22, 9]",0,801.1395741000306
6,0,"[24, 23, 24]","[6, -23, -24]",0,797.56191270001
6,1,"[6, 6, 6]","[-6, 24, -6]",0,794.7851644000039
6,2,"[15, 15, 16]","[-15, -15, 14]",2,788.2913994999835
7,0,"[12, 10, 12]","[18, -10, -12]",0,790.0762085999595
7,1,"[9, 8, 9]","[-9, 22, -9]",0,783.650639200001
7,2,"[25, 25, 25]","[-25, -25, 5]",0,792.1864988000016
8,0,"[23, 23, 24]","[7, -23, -24]",2,787.9597088999581
8,1,"[5, 5, 5]","[-5, 25, -5]",0,794.1104352999828
8,2,"[22, 21, 22]","[-22, -21, 8]",0,798.6632624000194
9,0,"[14, 14, 17]","[16, -14, -17]",2,796.500279000029
9,1,"[10, 9, 9]","[-10, 21, -9]",0,796.6988494000398
9,2,"[9, 9, 10]","[-9, -9, 20]",2,792.8799047999782
0,0,"[11, 15, 11]","[19, -15, -11]",1,792.0606507000048
0,1,"[7, 7, 7]","[-7, 23, -7]",0,785.5936493999907
0,2,"[18, 18, 19]","[-18, -18, 11]",2,792.4328184999758
1,0,"[20, 19, 21]","[10, -19, -21]",2,791.15452370001
1,1,"[6, 6, 6]","[-6, 24, -6]",0,789.9684408999747
1,2,"[19, 18, 20]","[-19, -18, 10]",2,794.2847220999538
2,0,"[21, 20, 21]","[9, -20, -21]",0,795.9816232000012
2,1,"[4, 4, 4]","[-4, 26, -4]",0,793.1195081999758
2,2,"[24, 24, 22]","[-24, -24, 8]",0,790.5601910999976
3,0,"[18, 18, 17]","[12, -18, -17]",0,790.7779746000306
3,1,"[6, 6, 6]","[-6, 24, -6]",0,784.3796134000295
3,2,"[22, 22, 21]","[-22, -22, 9]",0,790.7232406000257
4,0,"[22, 21, 21]","[8, -21, -21]",0,794.1136680999771
4,1,"[10, 10, 8]","[-10, 20, -8]",0,794.2508480000542
4,2,"[14, 14, 13]","[-14, -14, 17]",0,794.68089769996
5,0,"[27, 26, 25]","[3, -26, -25]",0,803.9155441999901
5,1,"[11, 11, 12]","[-11, 19, -12]",2,794.887357199972
5,2,"[22, 22, 21]","[-22, -22, 9]",0,794.2774806999951
6,0,"[23, 23, 24]","[7, -23, -24]",2,793.5963617999805
6,1,"[6, 6, 6]","[-6, 24, -6]",0,781.7774961999967
6,2,"[15, 15, 15]","[-15, -15, 15]",0,793.2502733999863
7,0,"[11, 10, 12]","[19, -10, -12]",2,787.7694376999862
7,1,"[8, 8, 8]","[-8, 22, -8]",0,790.8608687000233
7,2,"[25, 24, 25]","[-25, -24, 5]",0,803.6637742000166
8,0,"[23, 22, 24]","[7, -22, -24]",2,800.3634402000462
8,1,"[5, 5, 5]","[-5, 25, -5]",0,795.1403424000018
8,2,"[21, 21, 22]","[-21, -21, 8]",2,800.8746279000188
9,0,"[14, 14, 16]","[16, -14, -16]",2,787.4675141000189
9,1,"[9, 9, 9]","[-9, 21, -9]",0,790.3038089000038
9,2,"[8, 8, 9]","[-8, -8, 21]",2,783.4124537999742
0,0,"[10, 15, 12]","[20, -15, -12]",1,787.6095946999849
0,1,"[7, 7, 7]","[-7, 23, -7]",0,789.7309100999846
0,2,"[17, 18, 19]","[-17, -18, 11]",2,796.2242587000364
1,0,"[20, 19, 21]","[10, -19, -21]",2,798.4776858999976
1,1,"[6, 6, 6]","[-6, 24, -6]",0,791.3134964999626
1,2,"[19, 18, 20]","[-19, -18, 10]",2,799.5652924000169
2,0,"[21, 20, 21]","[9, -20, -21]",0,791.5246510999859
2,1,"[4, 4, 4]","[-4, 26, -4]",0,786.2366996000055
2,2,"[24, 24, 22]","[-24, -24, 8]",0,800.8501059000264
3,0,"[18, 18, 17]","[12, -18, -17]",0,793.5421996000223
3,1,"[6, 6, 6]","[-6, 24, -6]",0,790.5283165999572
3,2,"[22, 23, 21]","[-22, -23, 9]",1,798.5438970999676
4,0,"[22, 21, 21]","[8, -21, -21]",0,800.2353841000004
4,1,"[10, 9, 7]","[-10, 21, -7]",0,789.8291336999973
4,2,"[14, 13, 13]","[-14, -13, 17]",0,796.4840074999956
5,0,"[26, 26, 25]","[4, -26, -25]",0,802.9603775000433
5,1,"[11, 11, 12]","[-11, 19, -12]",2,790.5361903999583
5,2,"[22, 21, 21]","[-22, -21, 9]",0,802.3375817000051
6,0,"[23, 23, 24]","[7, -23, -24]",2,804.4435915999929
6,1,"[6, 6, 6]","[-6, 24, -6]",0,795.266492899973
6,2,"[15, 14, 15]","[-15, -14, 15]",0,791.8682905000169
7,0,"[10, 10, 12]","[20, -10, -12]",2,788.0072079999954
7,1,"[8, 7, 8]","[-8, 23, -8]",0,784.5550414000172
7,2,"[25, 24, 25]","[-25, -24, 5]",0,793.4538430000539
8,0,"[23, 22, 23]","[7, -22, -23]",0,797.4007454999955
8,1,"[5, 5, 5]","[-5, 25, -5]",0,785.3828010999714
8,2,"[21, 19, 22]","[-21, -19, 8]",2,797.2153210000251
9,0,"[14, 14, 16]","[16, -14, -16]",2,789.534972100053
9,1,"[9, 9, 9]","[-9, 21, -9]",0,792.718673299998
9,2,"[7, 8, 9]","[-7, -8, 21]",2,802.1360568000237
0,0,"[10, 15, 12]","[20, -15, -12]",1,795.4280677000061
0,1,"[7, 7, 7]","[-7, 23, -7]",0,797.100604199979
0,2,"[17, 17, 19]","[-17, -17, 11]",2,793.9409864000045
1,0,"[21, 19, 21]","[9, -19, -21]",0,786.8031225000159
1,1,"[6, 6, 6]","[-6, 24, -6]",0,787.178858099971
1,2,"[18, 18, 20]","[-18, -18, 10]",2,791.194596300018
2,0,"[21, 20, 21]","[9, -20, -21]",0,786.5537169000017
2,1,"[4, 4, 4]","[-4, 26, -4]",0,789.4494213999715
2,2,"[24, 24, 22]","[-24, -24, 8]",0,801.1823277000221
3,0,"[18, 18, 17]","[12, -18, -17]",0,800.8906474999967
3,1,"[6, 6, 6]","[-6, 24, -6]",0,797.7379173999652
3,2,"[22, 23, 21]","[-22, -23, 9]",1,804.1019218000001
4,0,"[22, 21, 21]","[8, -21, -21]",0,795.5203029999975
4,1,"[10, 9, 7]","[-10, 21, -7]",0,789.8729656999931
4,2,"[14, 15, 13]","[-14, -15, 17]",1,787.5263455999666
5,0,"[26, 25, 25]","[4, -25, -25]",0,796.5709871000145
5,1,"[11, 10, 12]","[-11, 20, -12]",2,791.087074799987
5,2,"[21, 20, 21]","[-21, -20, 9]",0,798.1271208000253
6,0,"[23, 22, 24]","[7, -22, -24]",2,803.6430748000275
6,1,"[6, 6, 6]","[-6, 24, -6]",0,789.7531646999996
6,2,"[15, 12, 15]","[-15, -12, 15]",0,792.4644150999957
7,0,"[10, 9, 12]","[20, -9, -12]",2,789.8686610999866
7,1,"[7, 6, 8]","[-7, 24, -8]",2,792.9564381000237
7,2,"[24, 24, 25]","[-24, -24, 5]",2,792.5182745000347
8,0,"[23, 22, 23]","[7, -22, -23]",0,787.4100845999783
8,1,"[5, 5, 5]","[-5, 25, -5]",0,791.7970631999779
8,2,"[21, 19, 22]","[-21, -19, 8]",2,801.7248239000328
9,0,"[14, 14, 16]","[16, -14, -16]",2,794.8829200000037
9,1,"[9, 9, 9]","[-9, 21, -9]",0,795.8867740999558
9,2,"[7, 8, 8]","[-7, -8, 22]",1,794.377857799991
0,0,"[10, 15, 12]","[20, -15, -12]",1,783.7770169000141
0,1,"[7, 6, 6]","[-7, 24, -6]",0,789.3142713999841
0,2,"[17, 17, 19]","[-17, -17, 11]",2,790.5786924000131
1,0,"[21, 18, 21]","[9, -18, -21]",0,792.7703440000187
1,1,"[6, 6, 6]","[-6, 24, -6]",0,786.9426545000169
1,2,"[18, 18, 20]","[-18, -18, 10]",2,793.1445556999533
2,0,"[20, 18, 20]","[10, -18, -20]",0,799.8743420999963
2,1,"[4, 3, 4]","[-4, 27, -4]",0,796.5162264999817
2,2,"[24, 27, 22]","[-24, -27, 8]",1,800.7714453999652
3,0,"[18, 18, 16]","[12, -18, -16]",0,791.4872295000241
3,1,"[6, 6, 6]","[-6, 24, -6]",0,780.1675001999829
3,2,"[22, 19, 23]","[-22, -19, 7]",2,792.7783389000106
4,0,"[22, 22, 21]","[8, -22, -21]",0,792.1087166999932
4,1,"[10, 9, 7]","[-10, 21, -7]",0,790.1903062000056
4,2,"[14, 15, 14]","[-14, -15, 16]",1,798.726502000005
5,0,"[26, 25, 25]","[4, -25, -25]",0,797.9245013999753
5,1,"[11, 11, 12]","[-11, 19, -12]",2,799.2173859000322
5,2,"[21, 21, 21]","[-21, -21, 9]",0,797.6696696999716
6,0,"[23, 22, 23]","[7, -22, -23]",0,804.9439456999535
6,1,"[6, 6, 6]","[-6, 24, -6]",0,781.4157737000496
6,2,"[14, 13, 14]","[-14, -13, 16]",0,787.0503745999886
7,0,"[11, 9, 12]","[19, -9, -12]",2,789.6055538000073
7,1,"[7, 6, 7]","[-7, 24, -7]",0,791.0910978999455
7,2,"[24, 25, 25]","[-24, -25, 5]",1,804.1621390000219
8,0,"[23, 22, 23]","[7, -22, -23]",0,795.3474937999854
8,1,"[5, 5, 5]","[-5, 25, -5]",0,801.171487799962
8,2,"[21, 19, 22]","[-21, -19, 8]",2,798.8058755999664
9,0,"[14, 14, 15]","[16, -14, -15]",2,800.1247379999841
9,1,"[8, 8, 9]","[-8, 22, -9]",2,790.6115043000318
9,2,"[7, 8, 7]","[-7, -8, 23]",1,792.8905717999442
0,0,"[10, 15, 12]","[20, -15, -12]",1,784.5124603000004
0,1,"[7, 7, 6]","[-7, 23, -6]",0,800.3283154999372
0,2,"[17, 17, 19]","[-17, -17, 11]",2,794.5974156999728
1,0,"[21, 18, 21]","[9, -18, -21]",0,802.1243641000474
1,1,"[6, 6, 6]","[-6, 24, -6]",0,796.2207422000356
1,2,"[18, 18, 20]","[-18, -18, 10]",2,801.0016751999501
2,0,"[20, 19, 20]","[10, -19, -20]",0,804.4870332999853
2,1,"[4, 3, 4]","[-4, 27, -4]",0,777.7387390999356
2,2,"[24, 26, 22]","[-24, -26, 8]",1,795.3462943000486
3,0,"[18, 17, 17]","[12, -17, -17]",0,790.8347103999695
3,1,"[6, 6, 6]","[-6, 24, -6]",0,781.0036516999826
3,2,"[22, 19, 23]","[-22, -19, 7]",2,804.1476624999195
4,0,"[22, 21, 21]","[8, -21, -21]",0,806.5823637000285
4,1,"[10, 9, 7]","[-10, 21, -7]",0,793.5983420999255
4,2,"[14, 15, 14]","[-14, -15, 16]",1,808.1941802999936
5,0,"[26, 26, 25]","[4, -26, -25]",0,799.4199103999417
5,1,"[11, 11, 12]","[-11, 19, -12]",2,788.6850717000198
5,2,"[21, 20, 21]","[-21, -20, 9]",0,793.3093804999953
6,0,"[23, 21, 22]","[7, -21, -22]",0,801.4761467999779
6,1,"[6, 6, 6]","[-6, 24, -6]",0,788.9454159000888
6,2,"[14, 13, 14]","[-14, -13, 16]",0,799.8321124999784
7,0,"[11, 9, 12]","[19, -9, -12]",2,803.5408800999867
7,1,"[6, 6, 7]","[-6, 24, -7]",2,798.3680149000138
7,2,"[24, 25, 25]","[-24, -25, 5]",1,804.3289614999667
8,0,"[23, 22, 23]","[7, -22, -23]",0,803.5001940000802
8,1,"[5, 5, 5]","[-5, 25, -5]",0,790.237451300025
8,2,"[21, 18, 22]","[-21, -18, 8]",2,788.7795082000084
9,0,"[14, 14, 15]","[16, -14, -15]",2,794.1872774999356
9,1,"[8, 8, 9]","[-8, 22, -9]",2,790.8431622000644
9,2,"[7, 7, 7]","[-7, -7, 23]",0,798.386230199947
0,0,"[10, 15, 12]","[20, -15, -12]",1,800.0409528999589
0,1,"[7, 7, 7]","[-7, 23, -7]",0,791.6100814999081
0,2,"[16, 17, 19]","[-16, -17, 11]",2,793.4906499000499
1,0,"[19, 18, 21]","[11, -18, -21]",2,793.0158961000852
1,1,"[6, 6, 6]","[-6, 24, -6]",0,783.5954378999304
1,2,"[18, 18, 20]","[-18, -18, 10]",2,795.5533282000106
2,0,"[20, 19, 20]","[10, -19, -20]",0,796.4795768000185
2,1,"[4, 3, 4]","[-4, 27, -4]",0,784.4458366000326
2,2,"[24, 26, 22]","[-24, -26, 8]",1,802.8237173000816
3,0,"[18, 17, 18]","[12, -17, -18]",0,798.9817679999396
3,1,"[6, 6, 6]","[-6, 24, -6]",0,794.0843332000077
3,2,"[22, 21, 23]","[-22, -21, 7]",2,799.2823338999879
4,0,"[21, 21, 21]","[9, -21, -21]",0,797.4134116000496
4,1,"[10, 9, 7]","[-10, 21, -7]",0,785.3325972999446
4,2,"[14, 15, 14]","[-14, -15, 16]",1,788.6889889999293
5,0,"[26, 26, 25]","[4, -26, -25]",0,799.3077184000285
5,1,"[11, 10, 11]","[-11, 20, -11]",0,785.3418525999878
5,2,"[21, 20, 21]","[-21, -20, 9]",0,811.1138708000071
6,0,"[23, 21, 22]","[7, -21, -22]",0,818.627182199969
6,1,"[6, 5, 6]","[-6, 25, -6]",0,794.6619487999706
6,2,"[14, 13, 14]","[-14, -13, 16]",0,819.2885435000062
7,0,"[11, 8, 12]","[19, -8, -12]",2,806.9124918000307
7,1,"[6, 6, 7]","[-6, 24, -7]",2,784.8451561999973
7,2,"[24, 25, 25]","[-24, -25, 5]",1,795.3255530999741
8,0,"[22, 21, 23]","[8, -21, -23]",2,796.6776720000198
8,1,"[5, 5, 5]","[-5, 25, -5]",0,790.7123095999705
8,2,"[20, 17, 22]","[-20, -17, 8]",2,805.151430399972
9,0,"[14, 14, 15]","[16, -14, -15]",2,798.8300946999807
9,1,"[8, 8, 9]","[-8, 22, -9]",2,799.1597616999643
9,2,"[7, 7, 7]","[-7, -7, 23]",0,793.9222617000341
0,0,"[10, 15, 12]","[20, -15, -12]",1,792.2517107999884
0,1,"[7, 7, 7]","[-7, 23, -7]",0,785.4475019000238
0,2,"[16, 17, 18]","[-16, -17, 12]",2,792.6459276999813
1,0,"[18, 16, 20]","[12, -16, -20]",2,798.2410653999541
1,1,"[6, 6, 6]","[-6, 24, -6]",0,780.4912941999501
1,2,"[18, 18, 20]","[-18, -18, 10]",2,803.5395772999618
2,0,"[20, 18, 20]","[10, -18, -20]",0,800.7138822000707
2,1,"[3, 3, 4]","[-3, 27, -4]",2,794.5561972999712
2,2,"[25, 24, 22]","[-25, -24, 8]",0,805.2985103999963
3,0,"[17, 16, 18]","[13, -16, -18]",2,794.2102233999176
3,1,"[6, 6, 6]","[-6, 24, -6]",0,789.8924564999761
3,2,"[22, 21, 23]","[-22, -21, 7]",2,800.8911897999933
4,0,"[21, 20, 22]","[9, -20, -22]",2,801.7953854000662
4,1,"[9, 9, 7]","[-9, 21, -7]",0,793.6309746999759
4,2,"[14, 15, 14]","[-14, -15, 16]",1,797.4973348999629
5,0,"[26, 25, 25]","[4, -25, -25]",0,806.5596142000286
5,1,"[11, 9, 11]","[-11, 21, -11]",0,798.8731675000163
5,2,"[21, 20, 21]","[-21, -20, 9]",0,803.5285806000466
6,0,"[23, 22, 22]","[7, -22, -22]",0,800.6841374000069
6,1,"[6, 5, 6]","[-6, 25, -6]",0,789.634790299926
6,2,"[14, 12, 13]","[-14, -12, 17]",0,788.8317433999619
7,0,"[10, 8, 12]","[20, -8, -12]",2,786.2057651999639
7,1,"[6, 6, 7]","[-6, 24, -7]",2,792.645307400031
7,2,"[24, 25, 25]","[-24, -25, 5]",1,796.4588151000207
8,0,"[22, 21, 23]","[8, -21, -23]",2,806.6182070999639
8,1,"[5, 5, 5]","[-5, 25, -5]",0,791.1296463999897
8,2,"[19, 15, 22]","[-19, -15, 8]",2,799.7842112999642
9,0,"[14, 13, 15]","[16, -13, -15]",2,798.4090013999958
9,1,"[8, 8, 8]","[-8, 22, -8]",0,790.8389313000953
9,2,"[7, 7, 7]","[-7, -7, 23]",0,785.7337823000271
0,0,"[10, 15, 12]","[20, -15, -12]",1,800.4048123999964
0,1,"[6, 7, 7]","[-6, 23, -7]",1,783.2795061999932
0,2,"[16, 17, 17]","[-16, -17, 13]",1,797.8537441999651
1,0,"[18, 15, 20]","[12, -15, -20]",2,798.1767192999832
1,1,"[6, 6, 6]","[-6, 24, -6]",0,791.6499021999771
1,2,"[18, 18, 20]","[-18, -18, 10]",2,795.6693656999851
2,0,"[20, 18, 20]","[10, -18, -20]",0,805.3267726999475
2,1,"[3, 3, 4]","[-3, 27, -4]",2,790.2594288000837
2,2,"[25, 23, 22]","[-25, -23, 8]",0,792.4845807000529
3,0,"[18, 16, 18]","[12, -16, -18]",0,796.489332200028
3,1,"[6, 6, 6]","[-6, 24, -6]",0,783.3911477999063
3,2,"[22, 21, 24]","[-22, -21, 6]",2,807.2973595000803
4,0,"[21, 19, 22]","[9, -19, -22]",2,803.4941884999862
4,1,"[11, 9, 7]","[-11, 21, -7]",0,795.4173402999295
4,2,"[14, 15, 14]","[-14, -15, 16]",1,792.5970112000359
5,0,"[26, 25, 25]","[4, -25, -25]",0,801.9262879999587
5,1,"[10, 9, 11]","[-10, 21, -11]",2,787.5538760999916
5,2,"[20, 20, 21]","[-20, -20, 9]",2,792.2110288999975
6,0,"[23, 22, 22]","[7, -22, -22]",0,802.4641520999139
6,1,"[6, 6, 6]","[-6, 24, -6]",0,786.5626590000466
6,2,"[13, 12, 13]","[-13, -12, 17]",0,788.531776900054
7,0,"[9, 8, 12]","[21, -8, -12]",2,796.6478506999556
7,1,"[6, 6, 7]","[-6, 24, -7]",2,803.5164606999606
7,2,"[24, 25, 24]","[-24, -25, 6]",1,797.4122669999488
8,0,"[22, 23, 23]","[8, -23, -23]",1,796.5394286999945
8,1,"[5, 5, 5]","[-5, 25, -5]",0,784.0930182000156
8,2,"[20, 15, 22]","[-20, -15, 8]",2,790.8629545000149
9,0,"[14, 13, 15]","[16, -13, -15]",2,790.6966547999764
9,1,"[8, 8, 8]","[-8, 22, -8]",0,789.9251061000396
9,2,"[7, 6, 7]","[-7, -6, 23]",0,787.9638938999269
0,0,"[10, 15, 12]","[20, -15, -12]",1,792.1623986000195
0,1,"[7, 7, 6]","[-7, 23, -6]",0,792.7372609999729
0,2,"[16, 17, 17]","[-16, -17, 13]",1,799.5781361000845
1,0,"[19, 15, 20]","[11, -15, -20]",2,799.8040016000159
1,1,"[6, 5, 6]","[-6, 25, -6]",0,788.3889064000687
1,2,"[18, 18, 20]","[-18, -18, 10]",2,785.7694413999561
2,0,"[20, 18, 20]","[10, -18, -20]",0,798.3248423000332
2,1,"[3, 3, 4]","[-3, 27, -4]",2,786.3877693999093
2,2,"[25, 23, 25]","[-25, -23, 5]",0,790.3355733000208
3,0,"[18, 16, 18]","[12, -16, -18]",0,797.4232362000039
3,1,"[6, 6, 6]","[-6, 24, -6]",0,787.2178277999628
3,2,"[22, 22, 24]","[-22, -22, 6]",2,792.2461643998977
4,0,"[21, 19, 22]","[9, -19, -22]",2,795.4854444999946
4,1,"[10, 11, 6]","[-10, 19, -6]",1,792.0484452999663
4,2,"[14, 13, 14]","[-14, -13, 16]",0,791.1603887999663
5,0,"[26, 24, 27]","[4, -24, -27]",2,800.6010029999306
5,1,"[10, 9, 11]","[-10, 21, -11]",2,792.5117881000042
5,2,"[19, 20, 21]","[-19, -20, 9]",2,807.0862487999257
6,0,"[22, 22, 22]","[8, -22, -22]",0,796.6631068999413
6,1,"[6, 5, 6]","[-6, 25, -6]",0,784.7580184000544
6,2,"[14, 12, 13]","[-14, -12, 17]",0,790.9672889000503
7,0,"[9, 8, 12]","[21, -8, -12]",2,789.4852256999584
7,1,"[6, 6, 7]","[-6, 24, -7]",2,789.1149711000035
7,2,"[24, 24, 24]","[-24, -24, 6]",0,792.5720190999564
8,0,"[22, 23, 23]","[8, -23, -23]",1,789.4924019000027
8,1,"[5, 5, 5]","[-5, 25, -5]",0,789.0169363000896
8,2,"[19, 14, 21]","[-19, -14, 9]",2,794.1691283999244
9,0,"[14, 12, 15]","[16, -12, -15]",2,800.6405419999501
9,1,"[8, 8, 8]","[-8, 22, -8]",0,799.3915214000735
9,2,"[7, 6, 7]","[-7, -6, 23]",0,796.4047702999087
0,0,"[10, 15, 12]","[20, -15, -12]",1,802.732902699965
0,1,"[7, 7, 6]","[-7, 23, -6]",0,791.2498227000469
0,2,"[16, 18, 17]","[-16, -18, 13]",1,792.9016260999488
1,0,"[18, 15, 19]","[12, -15, -19]",2,794.8407930000685
1,1,"[6, 5, 6]","[-6, 25, -6]",0,786.505970899947
1,2,"[18, 18, 20]","[-18, -18, 10]",2,788.6224541000556
2,0,"[20, 18, 20]","[10, -18, -20]",0,817.291249700007
2,1,"[3, 3, 4]","[-3, 27, -4]",2,801.9949086999986
2,2,"[27, 22, 25]","[-27, -22, 5]",0,796.4988341000862
3,0,"[18, 16, 18]","[12, -16, -18]",0,805.7590233000228
3,1,"[6, 6, 6]","[-6, 24, -6]",0,790.3655610999558
3,2,"[22, 22, 25]","[-22, -22, 5]",2,798.9318792999256
4,0,"[21, 19, 20]","[9, -19, -20]",0,789.3629767000675
4,1,"[10, 11, 6]","[-10, 19, -6]",1,791.103486499982
4,2,"[15, 14, 14]","[-15, -14, 16]",0,798.8459835000103
5,0,"[26, 22, 27]","[4, -22, -27]",2,801.7137857999187
5,1,"[10, 9, 11]","[-10, 21, -11]",2,799.6489953999408
5,2,"[20, 20, 21]","[-20, -20, 9]",2,806.4837543999311
6,0,"[23, 22, 23]","[7, -22, -23]",0,805.7711796000367
6,1,"[6, 5, 6]","[-6, 25, -6]",0,791.3142194999382
6,2,"[13, 12, 14]","[-13, -12, 16]",2,791.0300304000266
7,0,"[9, 8, 12]","[21, -8, -12]",2,789.3672891000751
7,1,"[6, 6, 6]","[-6, 24, -6]",0,784.8499935000436
7,2,"[25, 24, 24]","[-25, -24, 6]",0,797.2428629000206
8,0,"[22, 22, 23]","[8, -22, -23]",2,803.3574989999179
8,1,"[5, 5, 5]","[-5, 25, -5]",0,792.0287589000072
8,2,"[19, 14, 21]","[-19, -14, 9]",2,801.359318700037
9,0,"[14, 11, 15]","[16, -11, -15]",2,802.8809317999985
9,1,"[8, 8, 8]","[-8, 22, -8]",0,792.2992859000806
9,2,"[7, 6, 7]","[-7, -6, 23]",0,792.3242924000369
0,0,"[10, 14, 12]","[20, -14, -12]",1,786.0358964999905
0,1,"[7, 6, 6]","[-7, 24, -6]",0,790.0472832999658
0,2,"[16, 18, 17]","[-16, -18, 13]",1,784.4678577999584
