6,2,"[15, 14, 15]","[-15, -14, 15]",0
7,0,"[10, 10, 12]","[20, -10, -12]",2
7,1,"[8, 7, 8]","[-8, 23, -8]",0
7,2,"[25, 24, 25]","[-25, -24, 5]",0
8,0,"[23, 22, 23]","[7, -22, -23]",0
8,1,"[5, 5, 5]","[-5, 25, -5]",0
8,2,"[21, 19, 22]","[-21, -19, 8]",2
9,0,"[14, 14, 16]","[16, -14, -16]",2
9,1,"[9, 9, 9]","[-9, 21, -9]",0
9,2,"[7, 8, 9]","[-7, -8, 21]",2
0,0,"[10, 15, 12]","[20, -15, -12]",1
0,1,"[7, 7, 7]","[-7, 23, -7]",0
0,2,"[17, 17, 19]","[-17, -17, 11]",2
1,0,"[21, 19, 21]","[9, -19, -21]",0
1,1,"[6, 6, 6]","[-6, 24, -6]",0
1,2,"[18, 18, 20]","[-18, -18, 10]",2
2,0,"[21, 20, 21]","[9, -20, -21]",0
2,1,"[4, 4, 4]","[-4, 26, -4]",0
2,2,"[24, 24, 22]","[-24, -24, 8]",0
3,0,"[18, 18, 17]","[12, -18, -17]",0
3,1,"[6, 6, 6]","[-6, 24, -6]",0
3,2,"[22, 23, 21]","[-22, -23, 9]",1
4,0,"[22, 21, 21]","[8, -21, -21]",0
4,1,"[10, 9, 7]","[-10, 21, -7]",0
4,2,"[14, 15, 13]","[-14, -15, 17]",1
5,0,"[26, 25, 25]","[4, -25, -25]",0
5,1,"[11, 10, 12]","[-11, 20, -12]",2
5,2,"[21, 20, 21]","[-21, -20, 9]",0
6,0,"[23, 22, 24]","[7, -22, -24]",2
6,1,"[6, 6, 6]","[-6, 24, -6]",0
6,2,"[15, 12, 15]","[-15, -12, 15]",0
7,0,"[10, 9, 12]","[20, -9, -12]",2
7,1,"[7, 6, 8]","[-7, 24, -8]",2
7,2,"[24, 24, 25]","[-24, -24, 5]",2
8,0,"[23, 22, 23]","[7, -22, -23]",0
8,1,"[5, 5, 5]","[-5, 25, -5]",0
8,2,"[21, 19, 22]","[-21, -19, 8]",2
9,0,"[14, 14, 16]","[16, -14, -16]",2
9,1,"[9, 9, 9]","[-9, 21, -9]",0
9,2,"[7, 8, 8]","[-7, -8, 22]",1
0,0,"[10, 15, 12]","[20, -15, -12]",1
0,1,"[7, 6, 6]","[-7, 24, -6]",0
0,2,"[17, 17, 19]","[-17, -17, 11]",2
1,0,"[21, 18, 21]","[9, -18, -21]",0
1,1,"[6, 6, 6]","[-6, 24, -6]",0
1,2,"[18, 18, 20]","[-18, -18, 10]",2
2,0,"[20, 18, 20]","[10, -18, -20]",0
2,1,"[4, 3, 4]","[-4, 27, -4]",0
2,2,"[24, 27, 22]","[-24, -27, 8]",1
3,0,"[18, 18, 16]","[12, -18, -16]",0
3,1,"[6, 6, 6]","[-6, 24, -6]",0
3,2,"[22, 19, 23]","[-22, -19, 7]",2
4,0,"[22, 22, 21]","[8, -22, -21]",0
4,1,"[10, 9, 7]","[-10, 21, -7]",0
4,2,"[14, 15, 14]","[-14, -15, 16]",1
5,0,"[26, 25, 25]","[4, -25, -25]",0
5,1,"[11, 11, 12]","[-11, 19, -12]",2
5,2,"[21, 21, 21]","[-21, -21, 9]",0
6,0,"[23, 22, 23]","[7, -22, -23]",0
6,1,"[6, 6, 6]","[-6, 24, -6]",0
6,2,"[14, 13, 14]","[-14, -13, 16]",0
7,0,"[11, 9, 12]","[19, -9, -12]",2
7,1,"[7, 6, 7]","[-7, 24, -7]",0
7,2,"[24, 25, 25]","[-24, -25, 5]",1
8,0,"[23, 22, 23]","[7, -22, -23]",0
8,1,"[5, 5, 5]","[-5, 25, -5]",0
8,2,"[21, 19, 22]","[-21, -19, 8]",2
9,0,"[14, 14, 15]","[16, -14, -15]",2
9,1,"[8, 8, 9]","[-8, 22, -9]",2
9,2,"[7, 8, 7]","[-7, -8, 23]",1
0,0,"[10, 15, 12]","[20, -15, -12]",1
0,1,"[7, 7, 6]","[-7, 23, -6]",0
0,2,"[17, 17, 19]","[-17, -17, 11]",2
1,0,"[21, 18, 21]","[9, -18, -21]",0
1,1,"[6, 6, 6]","[-6, 24, -6]",0
1,2,"[18, 18, 20]","[-18, -18, 10]",2
2,0,"[20, 19, 20]","[10, -19, -20]",0
2,1,"[4, 3, 4]","[-4, 27, -4]",0
2,2,"[24, 26, 22]","[-24, -26, 8]",1
3,0,"[18, 17, 17]","[12, -17, -17]",0
3,1,"[6, 6, 6]","[-6, 24, -6]",0
3,2,"[22, 19, 23]","[-22, -19, 7]",2
4,0,"[22, 21, 21]","[8, -21, -21]",0
4,1,"[10, 9, 7]","[-10, 21, -7]",0
4,2,"[14, 15, 14]","[-14, -15, 16]",1
5,0,"[26, 26, 25]","[4, -26, -25]",0
5,1,"[11, 11, 12]","[-11, 19, -12]",2
5,2,"[21, 20, 21]","[-21, -20, 9]",0
6,0,"[23, 21, 22]","[7, -21, -22]",0
6,1,"[6, 6, 6]","[-6, 24, -6]",0
6,2,"[14, 13, 14]","[-14, -13, 16]",0
7,0,"[11, 9, 12]","[19, -9, -12]",2
7,1,"[6, 6, 7]","[-6, 24, -7]",2
7,2,"[24, 25, 25]","[-24, -25, 5]",1
8,0,"[23, 22, 23]","[7, -22, -23]",0
8,1,"[5, 5, 5]","[-5, 25, -5]",0
8,2,"[21, 18, 22]","[-21, -18, 8]",2
9,0,"[14, 14, 15]","[16, -14, -15]",2
9,1,"[8, 8, 9]","[-8, 22, -9]",2
9,2,"[7, 7, 7]","[-7, -7, 23]",0
0,0,"[10, 15, 12]","[20, -15, -12]",1
0,1,"[7, 7, 7]","[-7, 23, -7]",0
0,2,"[16, 17, 19]","[-16, -17, 11]",2
1,0,"[19, 18, 21]","[11, -18, -21]",2
1,1,"[6, 6, 6]","[-6, 24, -6]",0
1,2,"[18, 18, 20]","[-18, -18, 10]",2
2,0,"[20, 19, 20]","[10, -19, -20]",0
2,1,"[4, 3, 4]","[-4, 27, -4]",0
2,2,"[24, 26, 22]","[-24, -26, 8]",1
3,0,"[18, 17, 18]","[12, -17, -18]",0
3,1,"[6, 6, 6]","[-6, 24, -6]",0
3,2,"[22, 21, 23]","[-22, -21, 7]",2
4,0,"[21, 21, 21]","[9, -21, -21]",0
4,1,"[10, 9, 7]","[-10, 21, -7]",0
4,2,"[14, 15, 14]","[-14, -15, 16]",1
5,0,"[26, 26, 25]","[4, -26, -25]",0
5,1,"[11, 10, 11]","[-11, 20, -11]",0
5,2,"[21, 20, 21]","[-21, -20, 9]",0
6,0,"[23, 21, 22]","[7, -21, -22]",0
6,1,"[6, 5, 6]","[-6, 25, -6]",0
6,2,"[14, 13, 14]","[-14, -13, 16]",0
7,0,"[11, 8, 12]","[19, -8, -12]",2
7,1,"[6, 6, 7]","[-6, 24, -7]",2
7,2,"[24, 25, 25]","[-24, -25, 5]",1
8,0,"[22, 21, 23]","[8, -21, -23]",2
8,1,"[5, 5, 5]","[-5, 25, -5]",0
8,2,"[20, 17, 22]","[-20, -17, 8]",2
9,0,"[14, 14, 15]","[16, -14, -15]",2
9,1,"[8, 8, 9]","[-8, 22, -9]",2
9,2,"[7, 7, 7]","[-7, -7, 23]",0
0,0,"[10, 15, 12]","[20, -15, -12]",1
0,1,"[7, 7, 7]","[-7, 23, -7]",0
0,2,"[16, 17, 18]","[-16, -17, 12]",2
1,0,"[18, 16, 20]","[12, -16, -20]",2
1,1,"[6, 6, 6]","[-6, 24, -6]",0
1,2,"[18, 18, 20]","[-18, -18, 10]",2
2,0,"[20, 18, 20]","[10, -18, -20]",0
2,1,"[3, 3, 4]","[-3, 27, -4]",2
2,2,"[25, 24, 22]","[-25, -24, 8]",0
3,0,"[17, 16, 18]","[13, -16, -18]",2
3,1,"[6, 6, 6]","[-6, 24, -6]",0
3,2,"[22, 21, 23]","[-22, -21, 7]",2
4,0,"[21, 20, 22]","[9, -20, -22]",2
4,1,"[9, 9, 7]","[-9, 21, -7]",0
4,2,"[14, 15, 14]","[-14, -15, 16]",1
5,0,"[26, 25, 25]","[4, -25, -25]",0
5,1,"[11, 9, 11]","[-11, 21, -11]",0
5,2,"[21, 20, 21]","[-21, -20, 9]",0
6,0,"[23, 22, 22]","[7, -22, -22]",0
6,1,"[6, 5, 6]","[-6, 25, -6]",0
6,2,"[14, 12, 13]","[-14, -12, 17]",0
7,0,"[10, 8, 12]","[20, -8, -12]",2
7,1,"[6, 6, 7]","[-6, 24, -7]",2
7,2,"[24, 25, 25]","[-24, -25, 5]",1
8,0,"[22, 21, 23]","[8, -21, -23]",2
8,1,"[5, 5, 5]","[-5, 25, -5]",0
8,2,"[19, 15, 22]","[-19, -15, 8]",2
9,0,"[14, 13, 15]","[16, -13, -15]",2
9,1,"[8, 8, 8]","[-8, 22, -8]",0
9,2,"[7, 7, 7]","[-7, -7, 23]",0
0,0,"[10, 15, 12]","[20, -15, -12]",1
0,1,"[6, 7, 7]","[-6, 23, -7]",1
0,2,"[16, 17, 17]","[-16, -17, 13]",1
1,0,"[18, 15, 20]","[12, -15, -20]",2
1,1,"[6, 6, 6]","[-6, 24, -6]",0
1,2,"[18, 18, 20]","[-18, -18, 10]",2
2,0,"[20, 18, 20]","[10, -18, -20]",0
2,1,"[3, 3, 4]","[-3, 27, -4]",2
2,2,"[25, 23, 22]","[-25, -23, 8]",0
3,0,"[18, 16, 18]","[12, -16, -18]",0
3,1,"[6, 6, 6]","[-6, 24, -6]",0
3,2,"[22, 21, 24]","[-22, -21, 6]",2
4,0,"[21, 19, 22]","[9, -19, -22]",2
4,1,"[11, 9, 7]","[-11, 21, -7]",0
4,2,"[14, 15, 14]","[-14, -15, 16]",1
5,0,"[26, 25, 25]","[4, -25, -25]",0
5,1,"[10, 9, 11]","[-10, 21, -11]",2
5,2,"[20, 20, 21]","[-20, -20, 9]",2
6,0,"[23, 22, 22]","[7, -22, -22]",0
6,1,"[6, 6, 6]","[-6, 24, -6]",0
6,2,"[13, 12, 13]","[-13, -12, 17]",0
7,0,"[9, 8, 12]","[21, -8, -12]",2
7,1,"[6, 6, 7]","[-6, 24, -7]",2
7,2,"[24, 25, 24]","[-24, -25, 6]",1
8,0,"[22, 23, 23]","[8, -23, -23]",1
8,1,"[5, 5, 5]","[-5, 25, -5]",0
8,2,"[20, 15, 22]","[-20, -15, 8]",2
9,0,"[14, 13, 15]","[16, -13, -15]",2
9,1,"[8, 8, 8]","[-8, 22, -8]",0
9,2,"[7, 6, 7]","[-7, -6, 23]",0
0,0,"[10, 15, 12]","[20, -15, -12]",1
0,1,"[7, 7, 6]","[-7, 23, -6]",0
0,2,"[16, 17, 17]","[-16, -17, 13]",1
1,0,"[19, 15, 20]","[11, -15, -20]",2
1,1,"[6, 5, 6]","[-6, 25, -6]",0
1,2,"[18, 18, 20]","[-18, -18, 10]",2
2,0,"[20, 18, 20]","[10, -18, -20]",0
2,1,"[3, 3, 4]","[-3, 27, -4]",2
2,2,"[25, 23, 25]","[-25, -23, 5]",0
3,0,"[18, 16, 18]","[12, -16, -18]",0
3,1,"[6, 6, 6]","[-6, 24, -6]",0
3,2,"[22, 22, 24]","[-22, -22, 6]",2
4,0,"[21, 19, 22]","[9, -19, -22]",2
4,1,"[10, 11, 6]","[-10, 19, -6]",1
4,2,"[14, 13, 14]","[-14, -13, 16]",0
5,0,"[26, 24, 27]","[4, -24, -27]",2
5,1,"[10, 9, 11]","[-10, 21, -11]",2
5,2,"[19, 20, 21]","[-19, -20, 9]",2
6,0,"[22, 22, 22]","[8, -22, -22]",0
6,1,"[6, 5, 6]","[-6, 25, -6]",0
6,2,"[14, 12, 13]","[-14, -12, 17]",0
7,0,"[9, 8, 12]","[21, -8, -12]",2
7,1,"[6, 6, 7]","[-6, 24, -7]",2
7,2,"[24, 24, 24]","[-24, -24, 6]",0
8,0,"[22, 23, 23]","[8, -23, -23]",1
8,1,"[5, 5, 5]","[-5, 25, -5]",0
8,2,"[19, 14, 21]","[-19, -14, 9]",2
9,0,"[14, 12, 15]","[16, -12, -15]",2
9,1,"[8, 8, 8]","[-8, 22, -8]",0
9,2,"[7, 6, 7]","[-7, -6, 23]",0
0,0,"[10, 15, 12]","[20, -15, -12]",1
0,1,"[7, 7, 6]","[-7, 23, -6]",0
0,2,"[16, 18, 17]","[-16, -18, 13]",1
1,0,"[18, 15, 19]","[12, -15, -19]",2
1,1,"[6, 5, 6]","[-6, 25, -6]",0
1,2,"[18, 18, 20]","[-18, -18, 10]",2
2,0,"[20, 18, 20]","[10, -18, -20]",0
2,1,"[3, 3, 4]","[-3, 27, -4]",2
2,2,"[27, 22, 25]","[-27, -22, 5]",0
3,0,"[18, 16, 18]","[12, -16, -18]",0
3,1,"[6, 6, 6]","[-6, 24, -6]",0
3,2,"[22, 22, 25]","[-22, -22, 5]",2
4,0,"[21, 19, 20]","[9, -19, -20]",0
4,1,"[10, 11, 6]","[-10, 19, -6]",1
4,2,"[15, 14, 14]","[-15, -14, 16]",0
5,0,"[26, 22, 27]","[4, -22, -27]",2
5,1,"[10, 9, 11]","[-10, 21, -11]",2
5,2,"[20, 20, 21]","[-20, -20, 9]",2
6,0,"[23, 22, 23]","[7, -22, -23]",0
6,1,"[6, 5, 6]","[-6, 25, -6]",0
6,2,"[13, 12, 14]","[-13, -12, 16]",2
7,0,"[9, 8, 12]","[21, -8, -12]",2
7,1,"[6, 6, 6]","[-6, 24, -6]",0
7,2,"[25, 24, 24]","[-25, -24, 6]",0
8,0,"[22, 22, 23]","[8, -22, -23]",2
8,1,"[5, 5, 5]","[-5, 25, -5]",0
8,2,"[19, 14, 21]","[-19, -14, 9]",2
9,0,"[14, 11, 15]","[16, -11, -15]",2
9,1,"[8, 8, 8]","[-8, 22, -8]",0
9,2,"[7, 6, 7]","[-7, -6, 23]",0
0,0,"[10, 14, 12]","[20, -14, -12]",1
0,1,"[7, 6, 6]","[-7, 24, -6]",0
0,2,"[16, 18, 17]","[-16, -18, 13]",1
1,0,"[18, 15, 19]","[12, -15, -19]",2
1,1,"[5, 5, 6]","[-5, 25, -6]",2
1,2,"[18, 18, 20]","[-18, -18, 10]",2
2,0,"[20, 18, 19]","[10, -18, -19]",0
2,1,"[3, 3, 4]","[-3, 27, -4]",2
2,2,"[27, 22, 25]","[-27, -22, 5]",0
3,0,"[18, 15, 17]","[12, -15, -17]",0
3,1,"[6, 6, 6]","[-6, 24, -6]",0
3,2,"[22, 22, 25]","[-22, -22, 5]",2
4,0,"[21, 17, 20]","[9, -17, -20]",0
4,1,"[10, 11, 6]","[-10, 19, -6]",1
4,2,"[15, 13, 14]","[-15, -13, 16]",0
5,0,"[26, 22, 27]","[4, -22, -27]",2
5,1,"[11, 9, 11]","[-11, 21, -11]",0
5,2,"[20, 20, 20]","[-20, -20, 10]",0
6,0,"[23, 23, 23]","[7, -23, -23]",0
6,1,"[6, 5, 6]","[-6, 25, -6]",0
6,2,"[13, 12, 14]","[-13, -12, 16]",2
7,0,"[9, 8, 12]","[21, -8, -12]",2
7,1,"[6, 6, 6]","[-6, 24, -6]",0
7,2,"[25, 24, 24]","[-25, -24, 6]",0
8,0,"[22, 22, 22]","[8, -22, -22]",0
8,1,"[5, 5, 5]","[-5, 25, -5]",0
8,2,"[18, 14, 21]","[-18, -14, 9]",2
9,0,"[14, 11, 15]","[16, -11, -15]",2
9,1,"[8, 8, 8]","[-8, 22, -8]",0
9,2,"[7, 5, 7]","[-7, -5, 23]",0
0,0,"[10, 14, 12]","[20, -14, -12]",1
0,1,"[7, 6, 6]","[-7, 24, -6]",0
0,2,"[16, 18, 17]","[-16, -18, 13]",1
1,0,"[18, 15, 19]","[12, -15, -19]",2
1,1,"[5, 5, 6]","[-5, 25, -6]",2
1,2,"[18, 17, 20]","[-18, -17, 10]",2
2,0,"[20, 17, 19]","[10, -17, -19]",0
2,1,"[3, 3, 4]","[-3, 27, -4]",2
2,2,"[27, 22, 25]","[-27, -22, 5]",0
3,0,"[18, 14, 19]","[12, -14, -19]",2
3,1,"[6, 6, 6]","[-6, 24, -6]",0
3,2,"[22, 22, 25]","[-22, -22, 5]",2
4,0,"[21, 17, 20]","[9, -17, -20]",0
4,1,"[10, 11, 6]","[-10, 19, -6]",1
4,2,"[15, 13, 14]","[-15, -13, 16]",0
5,0,"[26, 21, 26]","[4, -21, -26]",0
5,1,"[11, 8, 10]","[-11, 22, -10]",0
5,2,"[20, 20, 20]","[-20, -20, 10]",0
6,0,"[23, 22, 23]","[7, -22, -23]",0
6,1,"[6, 4, 5]","[-6, 26, -5]",0
6,2,"[13, 12, 14]","[-13, -12, 16]",2
7,0,"[9, 8, 12]","[21, -8, -12]",2
7,1,"[6, 6, 6]","[-6, 24, -6]",0
7,2,"[25, 23, 24]","[-25, -23, 6]",0
8,0,"[22, 21, 22]","[8, -21, -22]",0
8,1,"[5, 5, 5]","[-5, 25, -5]",0
8,2,"[19, 14, 21]","[-19, -14, 9]",2
9,0,"[14, 11, 15]","[16, -11, -15]",2
9,1,"[8, 8, 8]","[-8, 22, -8]",0
9,2,"[7, 5, 7]","[-7, -5, 23]",0
0,0,"[10, 14, 12]","[20, -14, -12]",1
0,1,"[7, 7, 6]","[-7, 23, -6]",0
0,2,"[16, 18, 17]","[-16, -18, 13]",1
1,0,"[18, 14, 19]","[12, -14, -19]",2
1,1,"[4, 5, 6]","[-4, 25, -6]",2
1,2,"[18, 17, 20]","[-18, -17, 10]",2
2,0,"[20, 17, 19]","[10, -17, -19]",0
2,1,"[3, 3, 4]","[-3, 27, -4]",2
2,2,"[26, 22, 25]","[-26, -22, 5]",0
3,0,"[18, 13, 18]","[12, -13, -18]",0
3,1,"[6, 6, 6]","[-6, 24, -6]",0
3,2,"[23, 21, 24]","[-23, -21, 6]",2
4,0,"[21, 17, 21]","[9, -17, -21]",0
4,1,"[10, 11, 6]","[-10, 19, -6]",1
4,2,"[15, 13, 14]","[-15, -13, 16]",0
5,0,"[25, 22, 26]","[5, -22, -26]",2
5,1,"[10, 10, 10]","[-10, 20, -10]",0
5,2,"[20, 20, 20]","[-20, -20, 10]",0
6,0,"[22, 22, 23]","[8, -22, -23]",2
6,1,"[6, 5, 5]","[-6, 25, -5]",0
6,2,"[12, 12, 14]","[-12, -12, 16]",2
7,0,"[9, 8, 12]","[21, -8, -12]",2
7,1,"[6, 6, 5]","[-6, 24, -5]",0
7,2,"[25, 21, 24]","[-25, -21, 6]",0
8,0,"[22, 21, 22]","[8, -21, -22]",0
8,1,"[5, 5, 5]","[-5, 25, -5]",0
8,2,"[18, 14, 20]","[-18, -14, 10]",2
9,0,"[14, 11, 15]","[16, -11, -15]",2
9,1,"[8, 8, 8]","[-8, 22, -8]",0
9,2,"[7, 5, 7]","[-7, -5, 23]",0
0,0,"[10, 14, 12]","[20, -14, -12]",1
0,1,"[7, 7, 6]","[-7, 23, -6]",0
0,2,"[16, 18, 17]","[-16, -18, 13]",1
1,0,"[18, 14, 19]","[12, -14, -19]",2
1,1,"[4, 5, 5]","[-4, 25, -5]",1
1,2,"[18, 17, 20]","[-18, -17, 10]",2
2,0,"[19, 17, 19]","[11, -17, -19]",0
2,1,"[3, 3, 4]","[-3, 27, -4]",2
2,2,"[25, 22, 25]","[-25, -22, 5]",0
3,0,"[18, 12, 18]","[12, -12, -18]",0
3,1,"[6, 6, 6]","[-6, 24, -6]",0
3,2,"[22, 21, 24]","[-22, -21, 6]",2
4,0,"[21, 17, 21]","[9, -17, -21]",0
4,1,"[10, 10, 6]","[-10, 20, -6]",0
4,2,"[15, 14, 14]","[-15, -14, 16]",0
5,0,"[25, 22, 25]","[5, -22, -25]",0
5,1,"[10, 10, 10]","[-10, 20, -10]",0
5,2,"[20, 20, 20]","[-20, -20, 10]",0
6,0,"[22, 22, 23]","[8, -22, -23]",2
6,1,"[6, 4, 5]","[-6, 26, -5]",0
6,2,"[12, 12, 13]","[-12, -12, 17]",2
7,0,"[9, 7, 11]","[21, -7, -11]",2
7,1,"[6, 6, 5]","[-6, 24, -5]",0
7,2,"[25, 21, 24]","[-25, -21, 6]",0
8,0,"[22, 21, 21]","[8, -21, -21]",0
8,1,"[5, 5, 5]","[-5, 25, -5]",0
